date,high,low,open,close,volume,quoteVolume,weightedAverage
1566370500,10196.39251292,10186.2084136,10186.2084136,10196.39251292,864.75515198,0.08482178,10194.96586831
1566370800,10226.87539959,10190.11964656,10190.11964656,10226.45539951,11136.54273872,1.08901329,10226.26889955
1566371100,10221.44405283,10215.32423433,10215.32423433,10220.61405241,857.92666543,0.08394826,10219.70753689
1566371400,10220.26405266,10197.5981519,10220.26405266,10197.5981519,1415.69605803,0.13877439,10201.42158818
1566371700,10205.38642263,10192.12355016,10192.12355016,10205.38642263,1027.58618238,0.10082105,10192.17893871
1566372000,10207.83881318,10196.3913281,10207.83881317,10196.3913281,3464.89382067,0.33962646,10202.07265555
1566372300,10195.32169084,10178.99443278,10195.32169084,10181,16596.35957873,1.6302707,10180.12504226
1566372600,10197.89582855,10185.78915473,10185.78915473,10197.89582855,3005.91551544,0.29497243,10190.49649979
1566372900,10205.8899985,10198.04999929,10203.49634073,10198.04999929,115.55257472,0.01132655,10201.92156713
1566373200,10202.16999976,10191.74472533,10197.33999917,10202.08999937,1239.24026792,0.12152839,10197.12569158
1566373500,10210.58975016,10202.08999937,10202.39990082,10202.08999937,1801.44186745,0.17648459,10207.36069621
1566373800,10200.7987,10169.54964009,10200.7987,10169.54964009,1727.18505929,0.1696261,10182.30719971
1566374100,10173.67674579,10126,10173.67674579,10142.61,38310.03081029,3.77454527,10149.57513287
1566374400,10171.87237597,10139.50384199,10139.50384199,10171.03237553,27635.16643341,2.71829808,10166.34880359
1566374700,10177.77999975,10159.60788134,10170.54237525,10177.77999975,11465.75346935,1.128096,10163.81005637
1566375000,10180.4796418,10161,10180.4796418,10170.34006948,15383.70828216,1.51198814,10174.49004736
1566375300,10169.21183613,10158.29023323,10161,10164.72497869,5345.26215453,0.52610772,10160.01467253
1566375600,10188.61094961,10180.4796418,10180.4796418,10182.68707334,885.78443515,0.08694657,10187.68693413
1566375900,10192.89868933,10188.75094971,10188.75094971,10192.89868933,1000.96653638,0.09820242,10192.89072899
1566376200,10202.55999964,10191.8694005,10191.8694005,10196.80193687,9545.04357231,0.93592729,10198.4883594
1566376500,10205.5474672,10192.47289072,10201.90999943,10205.5474672,17192.61311547,1.68527711,10201.65349274
1566376800,10207.64191945,10192,10206.12072638,10192,3228.61461367,0.31662998,10196.80642268
1566377100,10191.88999997,10158.85372731,10189.85372731,10170.6,10942.06103158,1.07524495,10176.34263856
1566377400,10176.26387994,10171.53644901,10172.40389797,10171.65900948,18019.80658226,1.77122367,10173.64824526
1566377700,10189.931314,10171.65900949,10171.65900949,10189.931314,10771.40674715,1.05773317,10183.48204694
1566378000,10189.931314,10170.36298742,10189.931314,10171.10900924,16153.1504151,1.58634953,10182.59224062
1566378300,10169.75574424,10157.58183578,10169.75574424,10164.70824384,48338.46967155,4.75538159,10165.00332448
1566378600,10169.37881224,10166.07777292,10169.37881223,10169.07646694,23646.72575243,2.32538333,10168.95814438
1566378900,10164.7,10161.15914833,10164.7,10161.15914833,4275.3354998,0.42074194,10161.41984753
1566379200,10165.70621527,10155.96734601,10161.57535514,10155.96734601,1099.15339706,0.10813581,10164.56432948
1566379500,10175.95906614,10157.65579714,10157.65579714,10175.95906614,1339.17495251,0.13171295,10167.37498111
1566379800,10226.11682841,10176.80032505,10180.71916502,10226.11682841,1825.96291006,0.1790392,10198.67665887
1566380100,10255,10226.89539999,10226.89539999,10245.93464348,17635.61698474,1.72118062,10246.23260325
1566380400,10248.94293266,10227.99,10245.93464348,10248.94293266,3273.74198842,0.31975581,10238.25646335
1566380700,10256.40882183,10235,10254,10235,13753.65442312,1.34347034,10237.40831012
1566381000,10237.26543509,10228.36099402,10237.26543509,10228.36099402,8252.08084815,0.80671227,10229.27399896
1566381300,10235.00001,10228.08253117,10228.36099402,10228.36099401,3030.93227937,0.29627156,10230.25051536
1566381600,10228.36099401,10199.03932554,10228.36099401,10206.16778997,16513.08980737,1.61789476,10206.52901266
1566381900,10218.52359,10206.16778998,10206.16778998,10218.52359,12848.07221117,1.25807437,10212.49022915
1566382200,10220.02564999,10218.52359,10218.52359,10220.02564999,3613.27861512,0.35360081,10218.52471188
1566382500,10223.67836993,10178.78351841,10223.67836992,10178.78351841,21852.35245307,2.13796541,10221.09728757
1566382800,10182.85503182,10178.78351841,10182.85503182,10178.78351841,10685.32174803,1.04941984,10182.12286518
1566383100,10183.58513381,10173.48499965,10179.76823247,10173.48499965,9841.65660592,0.9668919,10178.65244907
1566383400,10178.58351837,10140,10173.48499965,10153.66004991,14160.00273134,1.39540864,10147.56704627
1566383700,10178.75351835,10153.43135037,10154.95580266,10159.2903387,94011.8086155,9.25387081,10159.18749523
1566384000,10178.41351805,10100,10153.66004993,10106.16767751,184726.07970726,18.2615483,10115.57600005
1566384300,10150.5404,10101.00000017,10101.00000017,10150.5404,6470.21173177,0.63807836,10140.15227184
1566384600,10158,10150.5404,10158,10151.58962332,293.90891857,0.02894051,10155.62333117
1566384900,10159.37787436,10150.64039999,10159.37787436,10150.64039999,5236.33225048,0.51585839,10150.71646015
1566385200,10150.6404,10143.95634218,10150.6404,10143.95634218,278.73992099,0.02746104,10150.37744348
1566385500,10133.37610574,10107.54665534,10107.54665534,10133.37610574,12658.12609567,1.25225554,10108.26120655
1566385800,10175.9283484,10138.39082731,10138.39082731,10171.98419578,6432.40472842,0.63314982,10159.37227689
1566386100,10170.4,10161.39099825,10167.9665073,10161.39099825,989.19454113,0.09727887,10168.64752983
1566386400,10165.86060415,10161.33486688,10164.75060405,10162.05348908,11542.49579596,1.13557884,10164.4160576
1566386700,10160,10158.46914995,10160,10158.46914995,687.02254001,0.06762038,10159.99229843
1566387000,10169.06600002,10151.83153947,10158.52307607,10151.83153947,79868.25206196,7.85860289,10163.16171969
1566387300,10166.58648705,10141.20088356,10151.83153947,10163.32426509,36844.14439647,3.62990745,10150.16082475
1566387600,10176.15298932,10166.30137175,10166.30137175,10172.5,33363.35448527,3.28026543,10170.93134602
1566387900,10186.08,10173.63603359,10173.63603359,10185.56999976,3200.1307698,0.31451217,10174.90283381
1566388200,10191.13256128,10177.14854684,10185.34999964,10183.53722918,33391.98094987,3.27789776,10187.01112565
1566388500,10184,10183.53722918,10183.53722918,10183.99999992,622.3539529,0.06111131,10183.94063064
1566388800,10183.99999997,10155.78226312,10183.99999997,10161.98268102,18859.03965853,1.85382659,10173.03331404
1566389100,10158.94859329,10138.4,10157.6380967,10138.4,18423.52703004,1.81570333,10146.77162597
1566389400,10157.63809674,10139.34638021,10139.34638021,10154.63233775,43461.17978473,4.27956145,10155.52184318
1566389700,10150,10137.90407141,10150,10137.90407141,52918.93110462,5.21370041,10149.97543839
1566390000,10138.91407163,10110,10137.04694497,10110.1,91132.14351049,8.99992388,10125.87936582
1566390300,10113.80573342,10083.26854008,10110.00000001,10087.02874923,41190.72732876,4.07728892,10102.47940162
1566390600,10099.12041547,10024.99762001,10089.48,10024.99762001,138138.38749116,13.75028321,10046.22125824
1566390900,10035.57830486,10000.32382766,10033.77091177,10000.32382766,851291.69159903,85.10324804,10003.04584378
1566391200,10019.89999999,9950.65254643,10000.32382766,9952.46227638,788504.89332892,78.87314866,9997.12711772
1566391500,9977.95896656,9950.65254643,9952.46227638,9950.65254643,687927.3157402,69.1147417,9953.40934248
1566391800,9970,9932.46114324,9950.65254643,9969.20000003,90342.25856283,9.07139943,9959.02112567
1566392100,9981.37738369,9960,9969.20000003,9981.37738369,59035.79036687,5.9188824,9974.1448431
1566392400,9981.17,9932.02044565,9979.9,9958.85999995,135219.99907951,13.58451972,9953.9771642
1566392700,9958.6599999,9937.29870409,9958.0599998,9941.40000009,9630.515022,0.96797252,9949.16159603
1566393000,9979,9950.75523094,9950.75523094,9972.1365796,56526.89659603,5.66561303,9977.189811
1566393300,9979,9968.95561618,9973.08456691,9975.82766948,9564.3178969,0.95854544,9977.94939893
1566393600,9977.7724305,9966.84980834,9966.84980834,9977.7724305,1987.5377468,0.19929117,9973.03466483
1566393900,10001.76393473,9977.77243047,9977.77243047,10001.76393473,11348.14436223,1.13644313,9985.66849731
1566394200,10003.92284309,9987.99360002,10000.63442468,9999.99999998,24704.20212826,2.47079871,9998.46811813
1566394500,9999.72782561,9981.53589324,9995.87960183,9983.894114,10263.62316721,1.0275303,9988.63310134
1566394800,9983.99411403,9956.22601505,9981.04317361,9956.22601505,12956.03583495,1.30064311,9961.25357935
1566395100,9975.40361077,9955.10172948,9962.33788899,9975.40361077,16430.29288496,1.64829979,9968.02461824
1566395400,9991.56115985,9976.08495497,9982.06951034,9988.30000318,3382.4420642,0.33856239,9990.60192187
1566395700,9989.14903052,9957.26378935,9989.14903052,9969.02668685,33114.61085484,3.31710681,9982.97997369
1566396000,9980.5071555,9961.07524326,9961.07524326,9980.5071555,3028.17307787,0.30363902,9972.93785849
1566396300,9995.0431736,9980.57943687,9980.57943687,9994.99317355,6167.35689735,0.6176536,9985.13875311
1566396600,9995.01317317,9982.0676204,9995.01317317,9993.28535856,11980.49859156,1.19979406,9985.46249809
1566396900,10021.6674102,9993.26535843,9993.28535849,10021.66741019,42989.83925903,4.3010781,9995.13104842
1566397200,10049.82042197,10021.6674102,10021.6674102,10040,64282.46387113,6.40148799,10041.80027699
1566397500,10091.644959,10047.38988675,10047.38988675,10091.624959,221274.78591555,21.95498483,10078.56701468
1566397800,10112.64958873,10043.55121781,10080.22110389,10043.75121783,963608.95904949,95.47619741,10092.66168102
1566398100,10050.76489285,10029.70897683,10050.76489285,10041.07879122,16580.27048821,1.65086675,10043.37296648
1566398400,10043,10033.132745,10043,10033.132745,4026.47669811,0.40104277,10040.01817092
1566398700,10053.70965911,10030,10030,10053.70965891,5953.38582129,0.59253307,10047.347773
1566399000,10041.93335322,10033.132745,10033.132745,10041.93335322,361.06641336,0.03595596,10041.90719318
1566399300,10030.83931946,10019.6443074,10030.83931946,10020,37670.80179817,3.75706886,10026.64662317
1566399600,10021.62844822,10009.1,10014.56696114,10021.62844822,10025.30120911,1.00049896,10020.30147949
1566399900,10039.50943061,10039.48943057,10039.48943057,10039.50943061,1605.49887554,0.15991811,10039.50631696
1566400200,10044.28626366,10032.14009938,10039.48943056,10044.28626365,54603.00561823,5.43998276,10037.34901877
1566400500,10043.1755645,10032.14009938,10032.14009938,10039.45096402,33430.92367899,3.3293941,10041.14342576
1566400800,10074.81232909,10039.45096402,10039.45096402,10074.81232909,30874.52246514,3.07073881,10054.42806291
1566401100,10081.24602225,10064.94718126,10074.81232915,10065.70851439,4554.7155671,0.45214201,10073.6394017
1566401400,10069.09844727,10058.45355124,10059.9045391,10061.8878327,2113.85037044,0.21005668,10063.23802911
1566401700,10058.57003177,10032.12213103,10053.73084473,10034.39422179,79814.79394229,7.94794875,10042.18779622
1566402000,10034.49422182,10002.08898936,10034.39422179,10015,30842.01137806,3.07718082,10022.81412181
1566402300,10018.79614867,10011.39682811,10011.39682811,10016.40174697,6571.45008046,0.65617446,10014.79100613
1566402600,10028.38332551,10018.79614854,10018.79614854,10018.79614854,44132.17393661,4.4010046,10027.75001339
1566402900,10018.12914419,9984.57950781,10018.12914419,9990,35870.71587666,3.58578562,10003.58629266
1566403200,9990,9972.09378493,9990,9972.09378493,3790.43668529,0.37968322,9983.15565615
1566403500,9974.62541454,9886.05320926,9974.62541454,9947.12143232,286251.89678374,28.85941868,9918.83793494
1566403800,10122.46785806,9947.22143234,9947.22143234,10117.67264939,216483.28314026,21.60608845,10019.54998199
1566404100,10175,10052.27796148,10109.41162569,10106.26438097,322229.68384051,31.89988584,10101.28015682
1566404400,10143.02168474,10087.6,10110.80164287,10105.71828965,4320.00399631,0.42734024,10109.05033497
1566404700,10135.83153122,10096.60000002,10105.01828948,10131.98723534,17881.40976616,1.76777722,10115.19413411
1566405000,10132.32297471,10094.74557678,10132.32297471,10094.74557678,2191.1976214,0.21647503,10122.1726192
1566405300,10116.16976278,10093,10094.17863512,10116.16976278,12085.04900513,1.19682851,10097.56109931
1566405600,10124.59231103,10099.66822011,10117,10114.3999996,5402.23648328,0.53411006,10114.46308142
1566405900,10108.9,10098.40000001,10108.9,10100.00000008,995.75832692,0.09855636,10103.44057884
1566406200,10100.46801777,10090,10100.46801777,10095,5870.32935134,0.58149697,10095.2019601
1566406500,10141.03999995,10116,10116,10135,2961.66842396,0.29236029,10130.20073269
1566406800,10150,10135,10135,10149.29999992,2500.10917348,0.24635013,10148.60099115
1566407100,10125.84328583,10111.5757979,10125.84328581,10111.5757979,297.96611803,0.02942665,10125.72338444
1566407400,10118.14991722,10110.18831041,10114.27291611,10112.89579808,4153.48391108,0.41070471,10113.06617615
1566407700,10129.09999992,10110.61000016,10122.06023651,10123.55548985,13233.32178298,1.3068254,10126.3120406
1566408000,10119.43956459,10093.7646632,10119.43956459,10093.7646632,8944.63863272,0.88485857,10108.55173469
1566408300,10105.19337362,10096.50000001,10105.19337362,10098.20023441,27252.45122193,2.69851049,10099.07181125
1566408600,10114.99999984,10098.9,10098.9,10114.99999984,1540.67002115,0.15250616,10102.34616857
1566408900,10119.69999995,10112.85661147,10119.69999995,10112.85661147,2244.11673924,0.22190719,10112.86177451
1566409200,10115.38999997,10111.87999951,10113,10114.27999968,377.17080185,0.03729213,10113.95170646
1566409500,10113.14999978,10112.64999927,10113.14999978,10112.64999927,318.99364047,0.03154295,10112.99325128
1566409800,10120,10101.1,10101.10000001,10120,3236.14486451,0.32027858,10104.15640193
1566410100,10119,10113.90347702,10119,10113.90347702,21974.80968367,2.17186255,10117.95598375
1566410400,10130.99812093,10109.9,10110.31046173,10130.99812093,7399.21614861,0.73132241,10117.58432045
1566410700,10131.83861839,10118.22895627,10130.15101164,10125.92821503,1552.66197479,0.15331589,10127.20843741
1566411000,10126.20587726,10115.99822553,10126.20587726,10115.99822553,76.76631707,0.00758134,10125.69243426
1566411300,10122.63587622,10111.55935073,10122.63587622,10111.55935073,5059.28888954,0.50034667,10111.5670252
1566411600,10115.8458748,10100.3019452,10115.8458748,10101.18194518,2099.32765066,0.20774914,10105.10874154
1566411900,10115.30119893,10100.3019452,10102.06999995,10115.30119893,72.32901935,0.00715811,10104.48559086
1566412200,10123.04905565,10112.34347003,10115.30119893,10123.04905565,211.1006547,0.02087505,10112.58199144
1566412500,10120,10106.41660669,10120,10106.41660669,56.86298623,0.00561928,10119.26549916
1566412800,10106.71660678,10100,10105.11660649,10100,130.65286927,0.01293555,10100.29486785
1566413100,10102.18999978,10088.10495272,10100.17999921,10093.54664176,10765.72182758,1.06647165,10094.70981022
1566413400,10111.44211645,10083.43941131,10083.43941131,10093.35768985,20724.45150073,2.05256261,10096.86691152
1566413700,10091.77643075,10082.648053,10087.80000001,10082.648053,20339.16454218,2.01589235,10089.41005316
1566414000,10085.81263233,10074.81232916,10085.81263233,10074.81232916,6168.08617794,0.61202851,10078.10269809
1566414300,10074.81232916,10066.2652136,10072.88250002,10074.81232916,11961.32941357,1.18735945,10073.89077804
1566414600,10074.81232916,10073.88999998,10074.27232907,10073.88999998,1172.6737978,0.11640325,10074.23588087
1566414900,10073.58999985,10070.88029506,10073.58999985,10070.88029506,1187.33833142,0.11789318,10071.30634206
1566415200,10070.88029506,10070.42029491,10070.42029491,10070.88029506,1510.86337866,0.15002299,10070.87899434
1566415500,10099.99999998,10070.88029506,10070.88029506,10099.99999998,27531.1904035,2.73187167,10077.77587279
1566415800,10100,10095,10095,10100,37582.82594371,3.72119453,10099.66709365
1566416100,10117.33482467,10099.98,10099.98,10113.74357657,26381.33318295,2.6112339,10103.01420449
1566416400,10132.40265012,10092.32780734,10117.33482466,10104.12555808,2285.32330298,0.22625892,10100.47826175
1566416700,10117.34482466,10104.22555809,10104.22555809,10116.84482461,11696.57506394,1.15737472,10106.12627165
1566417000,10124.23280989,10116.84482461,10116.84482461,10124.23280989,10080.32624282,0.99586547,10122.17668599
1566417300,10124.23280989,10107.41479512,10113.48958843,10107.41479512,5015.29968672,0.49578436,10115.88926831
1566417600,10118.05103841,10105.99391951,10117.65213464,10118.05103841,387.83870967,0.03833378,10117.41366682
1566417900,10149.13879049,10124.2328099,10124.2328099,10140.68420623,33971.49336595,3.34964645,10141.81462821
1566418200,10173.48499962,10141.1777055,10141.1777055,10173.13695982,11585.38021527,1.14007755,10161.92294574
1566418500,10187.17573104,10160.93517981,10171.34531865,10160.93517985,86109.62642204,8.46192892,10176.12263541
1566418800,10171.89082069,10153.17355973,10171.59082068,10166.27999997,9397.21393762,0.9241692,10168.28296985
1566419100,10183.67350012,10166.28,10166.28,10183.67350012,1396.05728806,0.13711322,10181.78471823
1566419400,10189.3526621,10183.48326418,10183.67350012,10187.62520763,4315.41628628,0.42376137,10183.59999704
1566419700,10168.11000001,10138.29762883,10168.11000001,10141.59816171,14094.32052238,1.38861155,10149.93755625
1566420000,10141.59816172,10121.0394291,10141.59816172,10125,11278.27489328,1.11399497,10124.17039305
1566420300,10172,10146.87922747,10146.87922747,10172,2663.20747944,0.26189987,10168.80031074
1566420600,10171.42280006,10163.38395566,10171.42280006,10163.38395566,11648.843836,1.14525235,10171.42102874
1566420900,10176.13502528,10168.56906728,10168.56906728,10173,1816.22240473,0.17854714,10172.2290524
1566421200,10165.67448404,10159.01464129,10159.43451627,10165.67448404,12000.16561441,1.18122107,10159.11916845
1566421500,10172.64480872,10169.11295926,10169.11295926,10172.64480872,100.01398022,0.00983166,10172.64431657
1566421800,10176.99999999,10175,10176.99999999,10175.10000003,571.76695609,0.05618645,10176.24277901
1566422100,10181.5,10159.51258557,10176.99999999,10159.51258557,4027.87705737,0.39585274,10175.19054529
1566422400,10164.13,10160.71239091,10164.13,10161.84441546,10787.89371216,1.06160982,10161.82547385
1566422700,10162,10155.8,10161.88371,10156.91750799,17265.59791144,1.70002172,10156.10430638
1566423000,10158.47999956,10153,10153,10153.00999999,5232.21761745,0.51506723,10158.3197546
1566423300,10152.73376197,10087.3409891,10152.73376197,10087.3409891,71928.43844378,7.09463116,10138.43240355
1566423600,10093.18155216,10082.68421922,10082.99,10082.68421922,13933.07271376,1.38122084,10087.50542293
1566423900,10093.77761479,10078.60235226,10087.33597148,10091.69124914,16782.86112008,1.66415585,10084.90948734
1566424200,10093.69999914,10075.64941946,10093.69999914,10080.42897371,2704.33477115,0.26804462,10089.12162143
1566424500,10081.56259009,10059.71709492,10077.81874656,10059.71709492,341.76049283,0.03395316,10065.64610868
1566424800,10088.101105,10056.32646746,10058.71521934,10088.101105,13676.95300831,1.35854189,10067.37672867
1566425100,10098.85294352,10080.65901762,10093.49435702,10098.85294352,49400.99500555,4.89409886,10093.99205424
1566425400,10103.38985728,10088.49390631,10100,10093.85396702,5264.92034633,0.52144993,10096.69393634
1566425700,10086.53411732,10075.16193362,10086.53411732,10075.16193362,1593.15346502,0.1581165,10075.82045531
1566426000,10097.51707983,10086.13909386,10086.13909386,10086.34456293,1927.57284481,0.19102392,10090.74070313
1566426300,10091.50054743,10082.59099963,10088.762165,10091.50054743,5880.14013383,0.5830713,10084.77030825
1566426600,10097.21725164,10085.41301708,10097.21725164,10085.41301708,1758.88403553,0.17435166,10088.14046009
1566426900,10076.94857096,10076.89856996,10076.94857096,10076.94857,52125.76281953,5.1727741,10076.94552513
1566427200,10077.71128099,10074.47011804,10074.63871123,10077.71128099,3027.47897182,0.30046067,10076.12401257
1566427500,10075.31372798,10068.67545716,10075.31372798,10068.67545716,1499.97937056,0.14897478,10068.67988372
1566427800,10068.67545716,10059.09840902,10068.67545716,10059.09840902,2933.48326302,0.29148976,10063.76094661
1566428100,10081.52565152,10079.88862438,10081.52565152,10079.88862438,168.38533828,0.01670506,10079.90023885
1566428400,10079.88862438,10079.88862438,10079.88862438,10079.88862438,0,0,10079.88862438
1566428700,10092.49064986,10092.39064986,10092.49064986,10092.39064986,401.30785885,0.03976338,10092.39805207
1566429000,10087.0124532,10070.43312431,10087.0124532,10071.34573043,1245.61030187,0.1236395,10074.53363914
1566429300,10068.96832908,10064.08709052,10068.96832908,10064.08709052,424.31288251,0.04216109,10064.08711251
1566429600,10075.04091699,10075.04091699,10075.04091699,10075.04091699,1.00085456,9.934e-05,10075.04091699
1566429900,10064.08709052,9988.34673,10064.08709052,10060.69334448,167828.97868265,16.76009105,10013.60781286
1566430200,10117.3107624,10065.67072661,10065.67072661,10109.81234154,4533.50313586,0.44916877,10093.0951541
1566430500,10135.80999999,10108.17233963,10109.81234155,10135.80999999,6145.91461573,0.60675624,10129.13293768
1566430800,10130,10119.49089806,10127.09954029,10119.6988093,3312.81037241,0.32714663,10126.37780318
1566431100,10122.01977323,10112.16686156,10119.4988093,10112.16686156,12084.08242904,1.19416219,10119.29747084
1566431400,10132.3228658,10114.82577138,10115.27307566,10132.3228658,515.06526617,0.05090141,10118.88012871
1566431700,10134.36772855,10133.50654799,10133.50654799,10134.36772855,41.70225963,0.00411505,10134.08333773
1566432000,10160.99999995,10134.52,10134.52,10150.53565218,7886.73003688,0.77663824,10154.95971056
1566432300,10143.89372688,10121.39582563,10143.89372688,10121.39582563,59128.34553405,5.83249333,10137.74764729
1566432600,10118.11028832,10109.28083524,10117.11581386,10109.28083524,3653.088408,0.36108359,10117.0158633
1566432900,10120.89057156,10111.5207464,10111.5207464,10117.75771231,5649.94646463,0.55865186,10113.53737304
1566433200,10109.28083524,10098.41956691,10109.28083524,10098.41956691,2682.23032312,0.26551575,10101.9631533
1566433500,10098.41956691,10080,10098.41956691,10089.88306138,14706.59671046,1.45771636,10088.79169776
1566433800,10100,10088.73040746,10088.73124208,10100,2856.62344868,0.28299065,10094.40929828
1566434100,10100,10080,10100,10080,3715.28204952,0.3681597,10091.49575449
1566434400,10074.81232916,10057.33998515,10074.81232916,10057.33998515,1729.72671838,0.17192994,10060.64864782
1566434700,10072.86538502,10052.26370152,10072.86538502,10058.15856895,1572.57728932,0.1564362,10052.5152703
1566435000,10069.17474082,10069.17474082,10069.17474082,10069.17474082,1.68074664,0.00016692,10069.17474082
1566435300,10069.17474082,10067.35814252,10067.35814252,10069.17474082,1.08455023,0.00010771,10069.16934381
1566435600,10083.91083665,10065.15185626,10083.91083665,10065.15185626,1791.37303208,0.17774163,10078.52258406
1566435900,10062.02323762,10052.26370153,10054.10915011,10052.26370153,1514.6641937,0.1506508,10054.13973045
1566436200,10056.71887532,10052.17796145,10052.17796145,10056.71887531,1583.69322099,0.15747621,10056.71409666
1566436500,10049.62553763,10001.00000001,10049.62553763,10004.60000001,1591.29977379,0.15902751,10006.44337446
1566436800,10012.9,9967.09791544,10004.60000001,9967.09791544,43090.35542628,4.31491723,9986.36894508
1566437100,9990.46744424,9957,9966.98791541,9957,38730.26503152,3.88465517,9970.0651246
1566437400,9978.82687244,9949.99999999,9957,9964.69245001,21605.30098089,2.17073687,9952.98015134
1566437700,9967.97671813,9935,9967.97671813,9935,922.03378715,0.09263903,9952.97324634
1566438000,9946.71954253,9927,9937.29036045,9935.47209246,45495.66053344,4.57994482,9933.67001601
1566438300,9940.46025606,9840,9940.46025606,9846.13076475,68721.07793407,6.96204653,9870.81566288
1566438600,9861.15496602,9805.10890174,9840,9807.4382955,58340.08266265,5.93120407,9836.12803979
1566438900,9824.43556764,9781.23688,9804.89636363,9822.3588607,218776.85470938,22.3206225,9801.5570448
1566439200,9865.32494906,9800.00000001,9808.53148004,9843.36077251,34469.1213919,3.50653783,9829.95851264
1566439500,9841.25748687,9795.544225,9826.97960001,9795.544225,72692.77129067,7.41037962,9809.58803979
1566439800,9823.04753042,9775,9791.83781321,9822.13910787,284799.31170583,29.02400882,9812.54221193
1566440100,9882.07304948,9825.58361741,9825.58361741,9875.72125447,65955.67506045,6.68765128,9862.30775185
1566440400,9881.67139279,9840.12389002,9875.72125448,9864.05442025,265721.39751434,26.91486376,9872.66366583
1566440700,9863.54927008,9843.5963947,9857.2346405,9849.18196973,2953.75248191,0.29985761,9850.51699008
1566441000,9875.9698658,9836.29006666,9849.98210007,9849.67662663,36045.57099698,3.65560991,9860.34393286
1566441300,9848.39337393,9838.32805437,9848.39337393,9841.5245499,4261.98097339,0.43278027,9847.90959485
1566441600,9873.73101304,9845.78003001,9845.78003001,9863.12047332,3791.05731456,0.38438891,9862.5564264
1566441900,9939.70511321,9864.60064817,9864.60064817,9939.70511321,73769.29409929,7.43963065,9915.7199557
1566442200,9950.72862999,9916.3356,9939.70511321,9929,47438.26347996,4.77294081,9939.00099925
1566442500,9935.08571998,9915.99984743,9935.08571996,9924.44310488,9140.81892328,0.92056781,9929.544379
1566442800,9943.56109546,9912.98556121,9939.03098444,9913.44710336,2917.2713143,0.29396727,9923.79632706
1566443100,9906.77685403,9890.89538813,9906.77685403,9890.89538813,24368.45263502,2.46281727,9894.54350993
1566443400,9928.83168057,9915.54655307,9915.54655307,9928.83168057,21083.45110719,2.12355198,9928.38946527
1566443700,9928.83168057,9928.83168057,9928.83168057,9928.83168057,0,0,9928.83168057
1566444000,9933.10339297,9920,9933,9920,641.31205112,0.06456872,9932.24042727
1566444300,9920,9894.48510025,9920,9907.67248085,38962.97801232,3.9365244,9897.81189018
1566444600,9918.67070963,9907.67248085,9907.67248085,9917.49149898,292.57099641,0.02950036,9917.5398678
1566444900,9916.30240483,9908.59999979,9916.30240483,9908.59999979,52.57795649,0.00530566,9909.78624542
1566445200,9904.63150001,9904.63150001,9904.63150001,9904.63150001,82.40653408,0.00832,9904.63150001
1566445500,9904.63150001,9880.32878585,9904.63150001,9880.32878587,4580.39784158,0.46311131,9890.49013203
1566445800,9880.32878585,9874.81500001,9880.32878585,9880.02878585,1092.66035095,0.1106394,9875.87017784
1566446100,9880.32878587,9877.79654298,9880.02878583,9877.79654298,3384.71373994,0.34257367,9880.2506916
1566446400,9880.79407805,9873.01735539,9873.22409281,9880.79407805,12679.02830084,1.2841859,9873.20317163
1566446700,9918.35283986,9885.39688603,9885.39688603,9914.00163677,70414.06381577,7.10558619,9909.67696864
1566447000,9955.19847,9910.22705799,9911.00010001,9955,14629.98413763,1.47129099,9943.63741575
1566447300,9974.99999999,9936.92956812,9958.86354866,9974,18836.74433593,1.89115399,9960.44977592
1566447600,9970.00000001,9942.15587211,9970,9942.15587211,6681.04805928,0.67143954,9950.33455921
1566447900,9984.57950781,9960.5565291,9965.79139998,9984.57950781,59440.05560743,5.96221069,9969.46580689
1566448200,10018.4330242,9991.96,9991.96,10003.62127641,5554.79070108,0.55500357,10008.5675144
1566448500,9993.22629996,9977.60272399,9993.22629996,9978.15129333,5544.58726126,0.55539564,9983.13069448
1566448800,9982.11999999,9963.91441419,9969.79999985,9980.46867614,2662.62850312,0.26695037,9974.24541169
1566449100,9972,9960,9972,9969.89086043,8282.44119474,0.83125787,9963.74469783
1566449400,9969,9965.33907875,9969,9965.33907875,280.17797476,0.02811269,9966.24566216
1566449700,9971.09999977,9971.09999977,9971.09999977,9971.09999977,100.0709567,0.0100361,9971.09999977
1566450000,10002.06680609,9972,9972,10000.57999999,4741.49876671,0.47450473,9992.52160607
1566450300,10029.59444473,9997.9,9997.9,10024.47515655,17185.69150357,1.71469651,10022.58499002
1566450600,10022.92315303,9995.65953387,10022.92315303,9995.65953387,44398.58038594,4.43682528,10006.83542488
1566450900,10002.73784909,9979.99999999,9996.88032352,9979.99999999,7503.45105671,0.75104675,9990.6577809
1566451200,10017.61955753,9979.99999999,9980,10009.13213248,21685.1875265,2.17268892,9980.80642235
1566451500,10010.74139988,9993.37580911,10005.56182764,9993.37580911,209.18131723,0.02091603,10001.00483886
1566451800,9995.00824698,9981.83762336,9995.00824698,9991.70556697,23816.92715973,2.38391312,9990.68588528
1566452100,9981.83762338,9962.35785986,9981.83762338,9962.35785986,1202.85044605,0.12056005,9977.18934304
1566452400,9972.40480026,9947.11,9963.05785993,9947.31000003,6921.39457982,0.69493266,9959.80614844
